Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Qatar,Included / Europe,Price / Europe,Compare At Price / Europe,Included / Gulf expansion phase 1,Price / Gulf expansion phase 1,Compare At Price / Gulf expansion phase 1,Included / International,Price / International,Compare At Price / International,Status
manual-hand-crank-generator-diy-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-manual-hand-crank-generator-diy-kit-39847401849149.jpg?v=1668518773,2,Voltaat Manual Hand Crank Generator DIY Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
remote-controlled-r-c-car-diy-kit,Remote Controlled (R-C) Car DIY Kit,"<meta charset=""utf-8"">
<h3>Description<br>
</h3>
<p>This kit is a perfect starting point for young makers who want to learn practical engineering skills and build DIY projects at home. No previous programming or electronics experience is required to use this kit! </p>
<p><span data-mce-fragment=""1"">Included with the kit is an </span>online guide<span data-mce-fragment=""1""> in Arabic and English that </span>contains step-by-step instructions explaining how to assemble the kit. Full explanations of engineering concepts are provided in a simplified way, so you can learn and have fun at the same time.</p>
<p><span data-mce-fragment=""1"">Quickly and easily </span><span data-mce-fragment=""1"">get started with learning electronics using the Remote Controlled (R-C) Car DIY Kit, which is appealing to STEAM enthusiast at home and schools alike. No prior experience is required, as the kits introduce and electronics through fun, engaging, and hands-on projects.</span></p>
<p>Educational fun for the whole family. Suitable for age 3 years old and above. No soldering required.</p>
<h3>Includes </h3>
<ul>
<li>
<meta charset=""utf-8"">
<span class=""JsGRdQ"">Wooden board</span>
</li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">Car receiver Antenna</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">Remote control transmitter Antenna</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">Battery holder with DC motor &amp; Receiver</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">Battery holder with transmitter</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">4 x Rubber Wheels</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">1 x Single Gear</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">1 x Small Gear</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">4 x Orange Bushings</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">3 x Orange Bushings</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">4 x Screws (Large)</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">2 x Screws (Small)</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">2 x Metal shafts</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">Small Screw Driver</span></li>
</ul>",Voltaat,,KIDS_KITS,,FALSE,Title,Default Title,,,,,VT-1400,0,shopify,0,deny,manual,0,,TRUE,TRUE,VT-1400,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-remote-controlled-r-c-car-diy-kit-39847408107837.png?v=1668520032,1,Voltaat Remote Controlled (R-C) Car DIY Kit,FALSE,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,,,draft
remote-controlled-r-c-car-diy-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-remote-controlled-r-c-car-diy-kit-39847421280573.jpg?v=1668520032,2,Voltaat Remote Controlled (R-C) Car DIY Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
car-propellor-diy-kit,Car Propellor DIY Kit,"<meta charset=""utf-8"">
<h3>Description<br>
</h3>
<p>This kit is a perfect starting point for young makers who want to learn practical engineering skills and build DIY projects at home. No previous programming or electronics experience is required to use this kit! </p>
<p><span data-mce-fragment=""1"">Included with the kit is an </span>online guide<span data-mce-fragment=""1""> in Arabic and English that </span>contains step-by-step instructions explaining how to assemble the kit. Full explanations of engineering concepts are provided in a simplified way, so you can learn and have fun at the same time.</p>
<p><span data-mce-fragment=""1"">Quickly and easily </span><span data-mce-fragment=""1"">get started with learning electronics using the Car Propellor DIY kit, which is appealing to STEAM enthusiast at home and schools alike. No prior experience is required, as the kits introduce and electronics through fun, engaging, and hands-on projects.</span></p>
<p>Educational fun for the whole family. Suitable for age 3 years old and above. No soldering required.</p>
<h3>Includes </h3>
<ul>
<li>
<meta charset=""utf-8"">
<span class=""JsGRdQ"">2 x Wooden Board with Parts</span>
</li>
<li>
<meta charset=""utf-8"">
<span class=""JsGRdQ"">1 x DC Motor w/ Battery Holder</span>
</li>
<li>
<meta charset=""utf-8"">
<span class=""JsGRdQ"">1 x Propeller</span>
</li>
<li>
<meta charset=""utf-8"">
<span class=""JsGRdQ"">2 x Metal shafts</span>
</li>
<li>
<meta charset=""utf-8"">
<span class=""JsGRdQ"">2 x Double sided tape</span>
</li>
<li>
<meta charset=""utf-8"">
<span class=""JsGRdQ"">4 x Plastic wheels</span>
</li>
<li>
<meta charset=""utf-8"">
<span class=""JsGRdQ"">4 x Rubber rings</span>
</li>
</ul>",Voltaat,,KIDS_KITS,,FALSE,Title,Default Title,,,,,VT-1519,0,shopify,15,deny,manual,0,,TRUE,TRUE,VT-1519,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-car-propellor-diy-kit-39847193608509.png?v=1668516253,1,Voltaat Car Propellor DIY Kit,FALSE,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,,,draft
car-propellor-diy-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-car-propellor-diy-kit-39847296434493.png?v=1668516253,2,Voltaat Car Propellor DIY Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foam-ball-launch-diy-kit,Foam Ball Launch DIY Kit,"<meta charset=""utf-8"">
<h3>Description<br>
</h3>
<p>This kit is a perfect starting point for young makers who want to learn practical engineering skills and build DIY projects at home. No previous programming or electronics experience is required to use this kit! </p>
<p><span data-mce-fragment=""1"">Included with the kit is an </span>online guide<span data-mce-fragment=""1""> in Arabic and English that </span>contains step-by-step instructions explaining how to assemble the kit. Full explanations of engineering concepts are provided in a simplified way, so you can learn and have fun at the same time.</p>
<p><span data-mce-fragment=""1"">Quickly and easily </span><span data-mce-fragment=""1"">get started with learning electronics using the Foam Ball Launcher DIY kit, which is appealing to STEAM enthusiast at home and schools alike. No prior experience is required, as the kits introduce and electronics through fun, engaging, and hands-on projects.</span></p>
<p>Educational fun for the whole family. Suitable for age 3 years old and above. No soldering required.</p>
<h3>Includes </h3>
<ul>
<li>
<meta charset=""utf-8"">
<span class=""JsGRdQ"">2 x Wooden boards</span>
</li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">1 x DC motor w/ battery holder</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">2 x plastic wheels</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">1 x Metal shaft</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">2 x Orange bushings</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">2 x double sided tape</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">2 x metal shaft holders</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">1 x Metal motor holder</span></li>
<li>
<span class=""JsGRdQ""><meta charset=""utf-8"">2 x </span>screw (small)</li>
<li>
<meta charset=""utf-8"">
<span class=""JsGRdQ"">14 x screw (medium)</span>
</li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">5 x foam balls</span></li>
<li><span class=""JsGRdQ""><meta charset=""utf-8"">Small screw driver</span></li>
</ul>",Voltaat,,KIDS_KITS,,FALSE,Title,Default Title,,,,,VT-1440,0,shopify,15,deny,manual,0,,TRUE,TRUE,VT-1440,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-foam-ball-launch-diy-kit-39847366852925.png?v=1668517873,1,Voltaat Foam Ball Launch DIY Kit,FALSE,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,,,draft
foam-ball-launch-diy-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-foam-ball-launch-diy-kit-39847372882237.png?v=1668517873,2,Voltaat Foam Ball Launch DIY Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
climbing-robot-diy-kit,Rope Climbing Robot DIY Kit,"<meta charset=""utf-8"">
<h3>Description<br>
</h3>
<p>This kit is a perfect starting point for young makers who want to learn practical engineering skills and build DIY projects at home. No previous programming or electronics experience is required to use this kit! </p>
<p><span data-mce-fragment=""1"">Included with the kit is an </span>online guide<span data-mce-fragment=""1""> in Arabic and English that </span>contains step-by-step instructions explaining how to assemble the kit. Full explanations of engineering concepts are provided in a simplified way, so you can learn and have fun at the same time.</p>
<p><span data-mce-fragment=""1"">Quickly and easily </span><span data-mce-fragment=""1"">get started with learning electronics using the Climbing Robot DIY kit, which is appealing to STEAM enthusiast at home and schools alike. No prior experience is required, as the kits introduce and electronics through fun, engaging, and hands-on projects.</span></p>
<p>Educational fun for the whole family. Suitable for age 3 years old and above. No soldering required.</p>
<h3>Includes </h3>
<ul>
<li><span class=""JsGRdQ"" data-mce-fragment=""1"">1 x Wooden Board with Parts</span></li>
<li><span class=""JsGRdQ"" data-mce-fragment=""1"">2 x Screws (Large)</span></li>
<li><span class=""JsGRdQ"" data-mce-fragment=""1"">2 x Metal Robot Arms</span></li>
<li><span class=""JsGRdQ"" data-mce-fragment=""1"">6 x Screws (Medium)</span></li>
<li><span class=""JsGRdQ"" data-mce-fragment=""1"">5 x Screws (Small)</span></li>
<li><span class=""JsGRdQ"" data-mce-fragment=""1"">4 x Double sided tape</span></li>
<li><span class=""JsGRdQ"" data-mce-fragment=""1"">1 x <meta charset=""utf-8"">Small File</span></li>
<li><span class=""JsGRdQ"" data-mce-fragment=""1""><meta charset=""utf-8"">1 x Motor with Battery Holder</span></li>
<li><span class=""JsGRdQ"" data-mce-fragment=""1""><meta charset=""utf-8"">1 x Small Screw Driver</span></li>
</ul>",Voltaat,,KIDS_KITS,,TRUE,Title,Default Title,,,,,VT-1388,0,shopify,7,deny,manual,39,49,TRUE,TRUE,VT-1388,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-climbing-robot-diy-kit-39847103398205.png?v=1668512655,1,Voltaat Climbing Robot DIY Kit,FALSE,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,,,active
climbing-robot-diy-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-climbing-robot-diy-kit-39847103791421.png?v=1668512655,2,Voltaat Climbing Robot DIY Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buzz-wire-diy-kit,Buzz Wire DIY Kit,"<meta charset=""utf-8"">
<h3>Description<br>
</h3>
<p>This kit is a perfect starting point for young makers who want to learn practical engineering skills and build DIY projects at home. No previous programming or electronics experience is required to use this kit! </p>
<p><span data-mce-fragment=""1"">Included with the kit is an </span>online guide<span data-mce-fragment=""1""> in Arabic and English that </span>contains step-by-step instructions explaining how to assemble the kit. Full explanations of engineering concepts are provided in a simplified way, so you can learn and have fun at the same time.</p>
<p><span data-mce-fragment=""1"">Quickly and easily </span><span data-mce-fragment=""1"">get started with learning electronics using the Buzz Wire DIY kit, which is appealing to STEAM enthusiast at home and schools alike. No prior experience is required, as the kits introduce and electronics through fun, engaging, and hands-on projects.</span></p>
<p>Educational fun for the whole family. Suitable for age 3 years old and above. No soldering required.</p>
<h3>Includes </h3>
<ul>
<li><span class=""JsGRdQ"" data-mce-fragment=""1"">2 x AA Battery Holder</span></li>
<li>
<meta charset=""utf-8"">
<span class=""JsGRdQ"">1 x LED Bulb</span>
</li>
<li>
<meta charset=""utf-8"">
<span class=""JsGRdQ"">1 x Buzzer</span>
</li>
<li><span class=""JsGRdQ"" data-mce-fragment=""1"">5 x Screws</span></li>
<li>1 x <meta charset=""utf-8"">
<span class=""JsGRdQ"" data-mce-fragment=""1"">Heat Shrink Tube</span>
</li>
<li><span class=""JsGRdQ"" data-mce-fragment=""1"">2 x Columns</span></li>
<li><span class=""JsGRdQ"" data-mce-fragment=""1""><meta charset=""utf-8"">1 x Metal wire (Probe)</span></li>
<li><span class=""JsGRdQ"" data-mce-fragment=""1""><meta charset=""utf-8"">3 x Electric wires</span></li>
</ul>",Voltaat,,KIDS_KITS,,TRUE,Title,Default Title,,,,,VT-1486,0,shopify,0,deny,manual,39,49,TRUE,TRUE,VT-1486,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-buzz-wire-diy-kit-39846883557693.png?v=1668511753,1,Voltaat Buzz Wire DIY Kit,FALSE,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,,,active
buzz-wire-diy-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-buzz-wire-diy-kit-39847034192189.png?v=1668511753,2,Voltaat Buzz Wire DIY Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solar-car-diy-kit,Solar Car DIY Kit,"<meta charset=""utf-8"">
<h3>Description<br>
</h3>
<p>This kit is a perfect starting point for young makers who want to learn practical engineering skills and build DIY projects at home. No previous programming or electronics experience is required to use this kit! </p>
<p><span data-mce-fragment=""1"">Included with the kit is an </span>online guide<span data-mce-fragment=""1""> in Arabic and English that </span>contains step-by-step instructions explaining how to assemble the kit. Full explanations of engineering concepts are provided in a simplified way, so you can learn and have fun at the same time.</p>
<p><span data-mce-fragment=""1"">Quickly and easily </span><span data-mce-fragment=""1"">get started with learning electronics using the Solar Car DIY kit, which is appealing to STEAM enthusiast at home and schools alike. No prior experience is required, as the kits introduce and electronics through fun, engaging, and hands-on projects.</span></p>
<p>Educational fun for the whole family. Suitable for age 3 years old and above. No soldering required.</p>
<h3>Includes </h3>
<ul>
<li>Parts for the car body</li>
<li>1 x Solar Panel</li>
<li>4 x wheels for the car</li>
<li>1 x Small DC Motor</li>
<li>1 x small plastic gear</li>
<li>1 x Rubber ring</li>
<li>2 x Wheel shaft (small iron rod)</li>
<li>Double-sided tape</li>
</ul>",Voltaat,,KIDS_KITS,,TRUE,Title,Default Title,,,,,VT-1358,0,shopify,16,deny,manual,39,49,TRUE,TRUE,VT-1358,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-solar-car-diy-kit-39847125844285.png?v=1668513372,1,Voltaat Solar Car DIY Kit,FALSE,,,,,,,,,,,,,,,g,,,TRUE,TRUE,,,TRUE,,,TRUE,,,active
solar-car-diy-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-solar-car-diy-kit-39837097525565.jpg?v=1668513372,2,Voltaat Solar Car DIY Kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
creality-cr-touch-bed-leveling-sensor,Creality CR Touch Bed Leveling Sensor,"<h3>Description </h3>
<p>CR-Touch is a 3D printer platform levelling solution developed by Creality based on  millions of user data used by the developers. Compared with traditional auto-levelling, it is compatible with more 3D printer platforms, more stable and cost-effective.</p>
<p><strong>Multipoint detection &amp; smart balancing</strong></p>
<p>The CR-Touch levelling sensor performs multi-point detection on the print platform and records the height of each detection point. The system creates a virtual plane based on the elevation of each point and calculates the tilt angle between the nozzle and the platform to automatically compensate for different points.</p>
<p><strong>Quality that lasts</strong></p>
<p>High quality guarantees a long service life of more than 100,000 uses.</p>
<p><strong>More durable metal probes</strong></p>
<p>The CR-Touch has a metal probe that reduces wear and significantly increases its lifespan.</p>
<p><strong>High Precision Electromagnetic Components &amp; Photoelectric Sensor</strong></p>
<p>After switching on the electromagnetic component, the probe is extended. When the probe touches the printing platform, the photoelectric sensor on the circuit board detects the contact signal and the system records the current height of the platform.</p>
<p><strong>Broad printer compatibility</strong></p>
<p>The CR-Touch only works on 3D printers with a 32-bit motherboard. Therefore, before you buy, please check whether your printer's mainboard is an 8-bit or 32-bit mainboard.</p>
<p>(CR-Touch, for example, not compatible with the Creality CR-10 V3 - you can, however, switch to the <a href=""https://www.voltaat.com/collections/3d-printers-spare-parts/products/creality-ender-3-v2-bl-touch-bed-leveling-sensor"">BLTouch levelling sensor</a>.)</p>
<p>The levelling sensor can be used on these build platform surfaces:</p>
<ul>
<li>PEI</li>
<li>Glass</li>
<li>Metal</li>
<li>Magnetic building boards</li>
<li>Carborundum glass</li>
</ul>
<p><strong>Easy to install and easy to use</strong></p>
<p>Download the CR-Touch program from Creality's official website and copy it to TF/SD card. Insert the card directly into the 3D printer's card slot. The program can be updated after switching on.</p>",Voltaat,,3DP_Spare_Parts,,TRUE,Title,Default Title,,,,,VT-1960,0,shopify,2,deny,manual,165,,TRUE,TRUE,VT-1960,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-3dp-spare-parts-creality-cr-touch-bed-leveling-sensor-29369160859750.jpg?v=1668757813,1,Voltaat 3DP_Spare_Parts Creality CR Touch Bed Leveling Sensor,FALSE,,,,,,,,,,,,,,,g,,91.25,TRUE,TRUE,,,TRUE,,,TRUE,,,active
creality-cr-touch-bed-leveling-sensor,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-3dp-spare-parts-creality-cr-touch-bed-leveling-sensor-29369160892518.jpg?v=1668757813,2,Voltaat 3DP_Spare_Parts Creality CR Touch Bed Leveling Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
creality-cr-touch-bed-leveling-sensor,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-3dp-spare-parts-creality-cr-touch-bed-leveling-sensor-39862492692797.jpg?v=1668757813,3,Voltaat 3DP_Spare_Parts Creality CR Touch Bed Leveling Sensor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mini-push-pull-linear-solenoid,Mini Push Pull Linear Solenoid,"<h3>Description  </h3>
<p><span data-mce-fragment=""1"">Solenoids are basically electromagnets: they are made of a big coil of copper wire with an armature (a slug of metal) in the middle. When the coil is energized, the slug is pulled into the center of the coil. This makes the solenoid able to pull (from one end) or push (from the other)</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">This solenoid in particular is nice and strong, with a 60mm long body and a 'captive' armature with a return spring. This means that when activated with up to 12VDC, the solenoid moves and then the voltage is removed it springs back to the original position, which is quite handy. Many lower cost solenoids are only push type or only pull type and may not have a captive armature (it'll fall out!) or don't have a return spring. </span></p>
<p> </p>
<h3><span data-mce-fragment=""1"">Specifications</span></h3>
<div class=""product_content_tab extra_features"">
<div class=""tab_type_t clearfix"">
<div class=""tab_part_1"">
<ul>
<li>Race: 10mm</li>
<li>Metal frame size: approx. 30 x 15.5 x 13mm</li>
<li>Bobbin size: approx. 23 x 13mm</li>
<li>Total length: approx. 60mm</li>
<li>Plunger diameter: approx. 5.8mm</li>
<li>Cable length: approx. 150mm</li>
<li>Rated voltage: 12 V DC</li>
<li>Rated current: 300mA</li>
<li>Force: 5N / 0.5Kg / 1.1LB</li>
<li><span>Connection type: Bare wire</span></li>
</ul>
</div>
</div>
</div>
<p> </p>
<p> </p>",Voltaat,,Motors_Motors_Fans,,TRUE,Title,Default Title,,,,,VT-1370,0,shopify,7,deny,manual,25,,TRUE,TRUE,VT-1370,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-mini-push-pull-linear-solenoid-29369101287526.jpg?v=1667937014,1,Voltaat Mini Push Pull Linear Solenoid,FALSE,,,,,,,,,,,,,,,g,,6.93,TRUE,TRUE,,,TRUE,,,TRUE,,,active
circular-soft-potentiometer-ribbon-sensor,Circular Soft Potentiometer (Ribbon Sensor),"<h3>Description</h3>
<p><span>These are nice little ribbon controllers (also known as 'soft potentiometers') with an adhesive backing. This shape is a circular soft potentiometer with a donut-shaped sensing region whose outer diameter is 55.96mm/2.2in and inner diameter is 35.63mm/1.4in.</span><br><br><span>There is a nominal 10K resistance across the two outer leads. The middle pin resistance with respect to either of the outer pins changes depending on where on the strip one presses. When no pressure is applied, the middle pin floats, so be sure to use some sort of weak pullup, such as 100K ohm.</span><br><br><strong>To use</strong><span> Connect one side pin to ground via a 10K resistor in series. Connect the other side pin to your Vcc power line (3V, 5V etc) via a different 10K resistor in series. Then read the analog voltage on the center pin. It will range from 1/3 Vcc to 2/3 Vcc . </span><strong>Do not connect to Ground and Power directly!</strong></p>
<p> </p>
<h3>Features</h3>
<ul>
<li>Length: 115.91mm/4.56in</li>
<li>Width: 65.63mm/2.584inn</li>
<li>Thickness: 0.58mm/0.023in</li>
<li>Weight: 2.05g/0.072oz</li>
</ul>
<h3>Datasheet </h3>
<ul>
<li><a href=""https://cdn-shop.adafruit.com/datasheets/SoftPot-Datasheet.pdf"">Datasheet</a></li>
</ul>",Voltaat,,SENS_Biomedical_Flex_Force,,TRUE,Title,Default Title,,,,,VT-1308,0,shopify,7,deny,manual,85,,TRUE,FALSE,VT-1308,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-sens-biomedical-flex-force-circular-soft-potentiometer-ribbon-sensor-29337813221478.jpg?v=1666980856,1,Voltaat SENS_Biomedical_Flex_Force Circular Soft Potentiometer (Ribbon Sensor),FALSE,,,,,,,,,,,,,,,g,,55.61,TRUE,TRUE,,,TRUE,,,TRUE,,,active
linear-softpot-ribbon-sensor-100mm,Linear SoftPot (Ribbon Sensor) - 100mm,"<h3>Description</h3>
<p><span>These are nice little ribbon controllers (also known as 'soft potentiometers') with an adhesive backing.</span><br><br><span>There is a nominal 10K resistance across the two outer leads. The middle pin resistance with respect to either of the outer pins changes depending on where on the strip one presses. When no pressure is applied, the middle pin floats, so be sure to use some sort of weak pullup, such as 100K ohm.</span><br><br><strong>To use</strong><span> Connect one side pin to ground via a 10K resistor in series. Connect the other side pin to your Vcc power line (3V, 5V etc) via a different 10K resistor in series. Then read the analog voltage on the center pin. It will range from 1/3 Vcc to 2/3 Vcc . </span><strong>Do not connect to Ground and Power directly!</strong></p>
<p> </p>
<h3>Features</h3>
<ul>
<li>Length: 140.6mm/5.54in</li>
<li>Width: 20.50mm/0.81in</li>
<li>Thickness: 0.58mm/0.023in</li>
<li>Weight: 1.68g/0.06oz</li>
</ul>
<h3>Datasheet </h3>
<ul>
<li><a href=""https://cdn-shop.adafruit.com/product-files/178/SOFTPOT-DATA-SHEET-Rev-F3.pdf"">Datasheet</a></li>
</ul>",Voltaat,,SENS_Biomedical_Flex_Force,,TRUE,Title,Default Title,,,,,VT-1310,0,shopify,7,deny,manual,59,,TRUE,FALSE,VT-1310,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-sens-biomedical-flex-force-linear-softpot-ribbon-sensor-100mm-29337806012518.jpg?v=1666980853,1,Voltaat SENS_Biomedical_Flex_Force Linear SoftPot (Ribbon Sensor) - 100mm,FALSE,,,,,,,,,,,,,,,g,,29.57,TRUE,TRUE,,,TRUE,,,TRUE,,,active
voltaat-internet-of-things-iot-ultimate-kit,Voltaat Internet of Things (IOT) Ultimate Kit,"<h3>Description</h3>
<p>Internet of Things or in short ""IoT"", is actually a pretty simple concept, it means taking all the things in the world and connecting them to the internet. The most famous application that applies IoT is Smart Agriculture. Older generations usually work as full-time farmers since they need to check their plants every day. But now, thanks to IoT, many farmers can take care of their farms remotely and monitor the data from home.<br></p>
<p>We have assembled for you a kit that has everything you need as a <span data-mce-fragment=""1"">beginner or an expert, engineer or a hobbyist, young or old, you will be able to do hundreds of project with m</span><span data-mce-fragment=""1"">ore than 100 components in this kit! </span></p>
<p> </p>
<h3>Includes </h3>
<p><strong>Controller:</strong></p>
<ul>
<li>1x ESP32 Development board </li>
</ul>
<p><strong>Sensor:</strong></p>
<ul>
<li>1x PIR Motion Sensor</li>
<li>1x Ultrasonic Sensor (HC-SR04)</li>
<li>1x Temperature &amp; Humidity Sensor (DHT11)</li>
<li>1x 3 Axis Gyroscope &amp; Accelerometer Module (MPU-6050)</li>
<li>1x IR Receiver Module</li>
<li>1x RIFD Sensor</li>
<li>2x Photocell – LDR</li>
<li>1x Air Quality Sensor (MQ-135)</li>
<li>1x Sound Sensor</li>
<li>1x Soil Moisture Sensor</li>
</ul>
<p><strong>Modules:</strong></p>
<ul>
<li>1x LCD (2x16) with I2C module</li>
<li>1x 16 Key Keypad</li>
<li>1x One Channel Relay Module</li>
<li>1x Passive Buzzer</li>
<li>1x IR Remote controller (no battery is included)</li>
</ul>
<p><strong>Motors:</strong></p>
<ul>
<li>1x Small DC motor RF-300 &amp; 0.8A 2.5V-12V L9110S DC Motor Driver (2 Channels)</li>
<li>1x Positional Rotation Servo - Generic (Micro Size)</li>
</ul>
<p><strong>Prototyping:</strong></p>
<ul>
<li>1x Full- Size Breadboard</li>
<li>40x Male to Male Jumper Wires</li>
<li>20x Male to Female Jumper Wires</li>
<li>20x Female to Female Jumper Wires</li>
</ul>
<p><strong>Components:</strong></p>
<ul>
<li>1x RFID Card, RFID Tag</li>
<li>5x 5mm Clear Red, Blue, Green, Yellow (4 each)</li>
<li>2x RGB LED Common Cathode</li>
<li>5X Mini Push Button</li>
<li>1x 10K Ω Rotary Potentiometer</li>
<li>2x Rectifier Didoes (1N4007)</li>
<li>1x NPN Transistor (2N2222)</li>
<li>1x PNP Transistor (2N3906)</li>
<li>5 x 510 Ω, 1K Ω, 4.7K Ω, 1M Ω Resistors (5 each)</li>
<li>10 x 220 Ω, 10K Ω Resistors (10 each)</li>
<li>1x DC motor 4 blades propeller - 2mm shaft</li>
</ul>
<p> </p>",Voltaat,,VOLT_Kits,,TRUE,Title,Default Title,,,,,VT-1467,463.5,shopify,0,deny,manual,179,,TRUE,FALSE,VT-1467,https://cdn.shopify.com/s/files/1/2822/2674/products/voltaat-volt-kits-voltaat-internet-of-things-iot-ultimate-kit-29337789694054.jpg?v=1666980134,1,Voltaat VOLT_Kits Voltaat Internet of Things (IOT) Ultimate Kit,FALSE,,,,,,,,,,,,,,,g,,69.81,TRUE,TRUE,,,TRUE,,,TRUE,,,active
